Tweet ID,Entity,Sentiment,Tweet Content
24950,ress,Positive,@ress ÃÆ ÃÂ½ÃÂ¸Ãâ¦ ÃÂµÃâ°ÃÂµ ÃÂ¸ ÃÂµÃ?ÃâÃÅ live.com 
36996,Google,Negative,I just love picking up hot poop...walking the dog 
10792,nvinciquarra,Neutral,@nvinciquarra go to Bar Stine.  hanging out with my boy &amp; Mark.
81583,zamare,Neutral,@zamare yup i heard it was goold... what have you been up to old friend? 
82512,curveballmami,Neutral,@curveballmami @iamchicobrown Hi 
33472,MaddenNFL,Irrelevant,"Desert + Running == Death. Hmm, I seem to have forgotten that little fact. "
55573,Sonisphere,Positive,"@Sonisphere Awesome!  Bohemia?Main stage? or both ?   Cant wait, will it be a late night, or monring announcement, or whenever its ready?"
1062,Netflix,Negative,"Tonsillitis again, booooo "
7447,FreekyP,Neutral,"@FreekyP, Mat the Alien, @Ricouno, @DjArems, + U-tern at Shine tonight...roll through and show some love "
83529,nick_carter,Negative,@nick_carter Nick!!! why donÃ¯Â¿Â½t say hi to me!!!!!!!!!!! 
28341,Apple,Neutral,only 3 days of school this and next week 
31746,Netflix,Neutral,Making some mac &amp; cheese then taking a nap. 
75094,Microsoft,Irrelevant,I've only just remembered that putting bananas in the fridge kills them! My banana is now a lovely shade of black 
64097,Facebook,Negative,devo that Blues lost 
57013,Amazon,Negative,Yay weekend! Too bad Dave is working all weekend 
67105,Google,Irrelevant,I'm so tired I'm crying . I need to get up 
9800,AlohaSrvdDaily,Positive,@AlohaSrvdDaily Aye! 
20179,PeteyBennett,Negative,"@PeteyBennett Ooh, I want biscuits. I only have Snack-a-Jacks  Boo."
63358,FIFA,Irrelevant,had fun last night but not happy I slept with my contacts in and screwed up my eye...again 
78542,MaddenNFL,Positive,I'm making good looking babies 
79133,Twitter,Positive,"removed the last tweet, I just read some parts and got swayed "
48529,faryl,Neutral,"@faryl Oh, good, I can watch them both then. "
47532,CS-GO,Irrelevant,"I need a gorgeous man who, after all night sessions, wakes me up at dawn for more. "
28084,ali360,Negative,@ali360  any good streaming then?
9811,Amazon,Negative,"if you guys get a bunch of &quot;sojufied is now following you&quot; messages, i'm really sorry "
62086,MaddenNFL,Neutral,Love a Trini accent ... Yum 
92760,3nang,Positive,"@3nang Lol omg, please take their pics. Esp really really cute ones xD Pretend you're taking your sis, but aim at the cuties  I did it b4!"
2163,eprussakov,Negative,@eprussakov ohÃ¯Â¿Â½ unfortunately not 
46200,basketballems,Irrelevant,im sooo sad i didnt get to eat lc's with @basketballems 
50605,Netflix,Negative,Crap. Thunder and lightning. Power blinking. I guess no twittering for me tonight 
92655,SongzYuuup,Positive,@SongzYuuup Heard the songs on V-103 earlier good stuff  I'm ready for the album.
28147,CS-GO,Negative,"Woot I'm fully weight bearing on the leg, but apparently its forgotten how to walk "
83949,Twitter,Neutral,okay its nearly 2 pm and ive had a lovely day of doing nothing! i think ill take my shower now 
73219,ladyxmusic,Neutral,@ladyxmusic oh thats soo cool 
46044,mcinnes,Neutral,@mcinnes it sure is 
66395,Facebook,Neutral,Not cleaning out the room today....but I got a haircut! 
27874,Inkognegro,Positive,@Inkognegro Yay baby! Congrats to be. 
78603,Netflix,Neutral,Adam is great at times like this  x
91772,Microsoft,Irrelevant,Omg come on m-braves y'all are failing ATM 4-1 top of the 8th  what happened! #fb
36381,wafflelovesme,Irrelevant,"@wafflelovesme I have only three Nylon magazines too! Like, fudge! Haha, I tried to look in Book Sale &amp;&amp; Filbar`s, wala sila. "
2027,Amazon,Negative,10:27 a.m. in two hours i have to go at school... that's bored  hate school... but the only good thing it's that i'm with my friends 
90063,Twitter,Positive,In Paris till friday!! 
29245,steveorrell,Neutral,"@steveorrell Ah, will bear that in mind if I attempt it again. "
46987,FIFA,Neutral,listening to Demi Lovato  FINISHED MY NEW SONG!
71652,Ana_Valdez,Negative,@Ana_Valdez i know it was like burly yesterday we saw him 
19882,pinkpprheart,Negative,"@pinkpprheart: I know, but we are in a rush and have no access to showers or sinks or nothin'. "
43685,Twitter,Neutral,I'm hungry. Who wants 2 cook me sum breakfast? PLEASE!?! 
1701,nicharry,Positive,@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi 
81468,Amazon,Negative,It's easier to fake a smile and pretend everything is fine in everyday life then have to explain why I can't carry on 
14192,Microsoft,Positive,ok EVERYONE go to this channel http://www.youtube.com/user... and post this smiley face  as a comment please =]
55796,Twitter,Irrelevant,this chair they so rudely replaced my desk chair with is very uncomfortable 
56017,Twitter,Irrelevant,"heading to walmart soon    on a Saturday no less, gonna need an extra crazy pill today LOL"
27252,Twitter,Irrelevant,"well did good on first test bombed 2nd one  looks like rest of class did too... finished paper, coglab, and quiz... another test in 7 hrs"
92555,MaddenNFL,Irrelevant,has given his Xbox 360 for repair. Hopefully I'll get it back today 
75290,Netflix,Neutral,"Ok, 4 Star Trek fans have given the new movie good reviews  getting very excited!!!"
56463,jonnieee,Neutral,"@jonnieee haha, yeah  me too, i love twitter its just so convenient! Your going to cali tomorrow? Jessica is in cali, haha. What part?"
8963,missparys,Negative,@missparys my bf hates me too 
46378,Amazon,Negative,Bad mothers day. 12am my dog &amp; best friend had a seizure. 6am another. 8am RIP Elvis Will be sorely missed 
27682,dietcokebottle,Negative,@dietcokebottle Brandy is seriously screwed up....Peter is going to regret keeping on trying.  he's such a nice guy.
20824,creaturecomfort,Neutral,"@creaturecomfort aw, thanks hunnie bun! "
29961,Twitter,Positive,"http://twitpic.com/6tlql - xzibit on stage [pic], i promise this is my last tweet on the topic "
81754,Netflix,Positive,"i got a go phone  if you wanna talk, let me know  I saw BIG BEN, BUCKINGHAM PALACE, and the LONDON BRIDGE today! no internet till tom."
83106,Ko_dib,Irrelevant,"@Ko_dib I will, thanks.... Foshay dances! Lol! I was always too shy to dance! "
62399,FIFA,Positive,Hi! New here starting to twitter  Yeah A new addict for me...
55386,MaddenNFL,Irrelevant,i don't like it when people are mad at me 
97331,JNxx,Negative,@JNxx after you sistah  did you go ms lim afterwards?
55679,Twitter,Negative,Everton 1 nil up and I have to watch on teletext 
28779,MysteriousMysti,Positive,@MysteriousMysti yeh it workd!! its good..well done!!!  xxxx
2811,Twitter,Negative,"Q5 I can only play them on Guitar Hero, LOL I wish I could play any of their songs for real  #MCRchat"
43188,demonchild6,Positive,"@demonchild6 thanks for (indirectly) asking  I only got up at 2:30 so I haven't had much of a Sunday yet haha, how about you?"
33592,Netflix,Negative,Server is down... sadly... 
58235,mathys,Neutral,"@mathys First TweetSound to @p0ch0! Proof of concept done, can go on holiday now  - http://mobypicture.com/?bakldc (via @P0ch0)"
24293,Amazon,Neutral,another morning of graduation practice. waiting for my ride 
34610,OregonDeadHead,Neutral,@OregonDeadHead well they look delicious but I'll have to check out my cash flow.  can I buy already picked berries or just plants?
64431,iamdiddy,Irrelevant,Realizing I don't quite have a twitter nation like @iamdiddy no love on my iphone v pre poll 
74531,hanaabanana,Negative,@hanaabanana  that sucks! Has @jonathanrknight cheered you up at all?
41914,Netflix,Neutral,Hanging with my biddies 
63914,Twitter,Irrelevant,and so here comes the coursework 
57600,dstorey,Positive,@dstorey and awesome autocomplete 
13323,Netflix,Irrelevant,Crying ...  My boyfriend &amp; I just got in a stupid argument &amp; its really messed up ... Someone hold me in your arms ]:
65745,Nightwyrm,Irrelevant,@Nightwyrm Sounds like your DHB is just about as good as MidCentral's 
56747,Netflix,Irrelevant,"Unlike here, I'm afraid - estimates are that there'll be no country boozers left by 2012 at the current rate of closure - very sad "
84170,judodan,Irrelevant,@judodan bad or what? 
37401,marketing360,Positive,@marketing360 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
64144,objects,Irrelevant,@objects nooooooooo! That sucks 
59842,keza34,Neutral,"@keza34 mmm how about, out with mates, checking out lasses drinking, xbox, and take away "
10393,Netflix,Irrelevant,is missing Tampa 
93066,Apple,Negative,is sad that her cousins are about to leave 
15158,Skeletonbox,Negative,"@Skeletonbox Thanks for having me last night, I'm sorry I didn't say that last night. I was falling asleep. Also sorry if I left a mess "
93977,Apple,Irrelevant,loving the FL weather...not so much enjoying my company 
47038,TFletcher1,Negative,"@TFletcher1 I don't have a blender, and over half the suggestions so far involve one  http://myloc.me/5CKv"
64248,ay0steph,Irrelevant,@ay0steph I feel horrible  but I don't wna spend the one sat. I'm off home
16955,SuperwomanAK,Positive,@SuperwomanAK  Yes I feel ya..Guilty and Unrepentant 
26887,PetervanVeen,Neutral,@PetervanVeen It's coming around... I have 2 projects I'm working to get out the door. Just secured a launch partner for one of them. 
77530,FIFA,Positive,http://www.blogtv.com/People/e-dub Learn sign language with Eric! 
93667,caryslouise,Irrelevant,"@caryslouise it has been rather hot recently. even with my fan on full, and my window opens it's been horrible in my room. "
5897,majornelson,Negative,@majornelson Fry's in Manhattan Beach 20-30 min drive as well! Run Run! but too late they prolly closed now at 11pm 
65014,babealertCEO,Positive,@babealertCEO I'll have to show you my #timtams again some other time. They're very popular 
87306,Netflix,Positive,this is liezl and ema...........we are new here so bear with us 
1900,Facebook,Negative,Beryl and I keep making each other sick.. we'll never get better unless we avoid each other 
1819,MaddenNFL,Neutral,Just got home from the beach 
87391,PaganVixen,Negative,@PaganVixen i wasn't ignoring natasha.  and i'm pretty sure i knew he was on even if i'm not getting updates from him.lol
80554,Apple,Irrelevant,no more school... parents are out.. brothers at school... all alone 
11966,Facebook,Negative,We think this one was hurt by a cat also... It can't move its wings  http://yfrog.com/59qjkj
30857,Twitter,Positive,Neata twitters! I'm back to work si sunt plina de energie pozitiva! 
67864,Apple,Negative,someone wake me up when the epic bradam tweets start. my tinhat is going all sadface without them. 
64250,KidFury,Negative,@KidFury me too can't find none 
72199,imogenheap,Neutral,"@imogenheap yay, great job! So excited to see you're making so much progress in so little time  what's next on the list?"
65241,jeweljk,Neutral,@jeweljk  That dress is really pretty 
65758,Microsoft,Neutral,"Just finished watching.. OMFG , Nick Whitaker!! Eeep! Haha  Ã¢â¢Â¥"
67341,daniellekiemel,Neutral,"@daniellekiemel  hey you know w/ ur images? I've contributed you in my book: back, in the copyright section &amp; in the 'For' section"
24331,Microsoft,Neutral,http://twitpic.com/69j8l - I love cloudy days 
22309,taeheckard,Irrelevant,@taeheckard tequilla doesn't sit well on my tummy  so ima just sip the corona *passes tae a margarita*
30929,devlinof9,Irrelevant,"@devlinof9 Round here, we call the meal u eat n the mid of the day lunch. Like dinner/supper better myself, but then i get stange looks. "
6215,FIFA,Irrelevant,my aunt is in the hospital she might not make it  
24672,Sexyjoy386,Irrelevant,"@Sexyjoy386 i know, me neither. its not good though. i want my picture back "
51068,Facebook,Irrelevant,"I'm missing Jason so much, I'm on giant bomb just to make me feel better  It's not working suprisingly"
9172,FIFA,Positive,rancid's new album has had ALOT of playtime on my ipod.  final show tomorrow!
7705,Facebook,Negative,Good morning! I mean afternoon 
60964,xmedusa,Irrelevant,"@xmedusa i can probs crash at my friend brisbane place if i ask, cause they love me. haha. but yuhhh idk "
36763,Sammanthia,Neutral,@Sammanthia Come to my house!   We have two of them!
64563,Amazon,Neutral,cant believe ive used stats like twice today! What a joke! Cant wait till I can go home!! 
78486,Apple,Irrelevant,FML!!!!!!!!!!!! This class is hard as hell 
78210,TommySutch,Negative,"@TommySutch they also don't tip well those golf folks, and ill be serving them ALL day at Croxley's "
37694,Amazon,Negative,"Just had lunch, there was a wedding party there which reminded me (as if I needed) that today should be my 17th wedding aniversary "
11195,dancox42,Irrelevant,@dancox42  it will probably be repeated. Chatty Man is deffo funnier than JLC's show.
22721,Apple,Irrelevant,"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday "
58976,Apple,Neutral,homeworks a biatchhh! ahh ily cody carson 
50596,pnoveros,Neutral,@pnoveros but anyways pnu mo nlman twitter ko? no offense ha? just askin' 
38902,CS-GO,Negative,I can't believe the football is on flippin' Setanta... 
68038,Google,Irrelevant,you can't go to an interview with purple nails. 
89639,ShelleyDelayne,Neutral,"@ShelleyDelayne Hey yes, I know the vid.  Me and G. are still best buddies despite the miles. May even be chatting this w/e. I miss her."
84619,BobbyLongNews,Neutral,"@BobbyLongNews Feels wonderful to know you're almost  through, doesn't it? Here's hoping the last 1000 words will come easy for you "
59478,Tiffizhere,Negative,@Tiffizhere I agree with your &quot;arguing with stupid people&quot; tweet.  Some people just don't get it.  
38225,twirlswirl,Negative,@twirlswirl WHAAAAAAAAAAAAAAT I WANT CROCS TOO  I WANT A RED ONE 
72683,Caroljs,Irrelevant,"@Caroljs We've all got colds  Luckily we went to the park before it rained.  Lucky you, make the most of the help! x"
64071,Netflix,Irrelevant,"Not happy I accidently punched the edge of a table though, got a fat lump on my hand now "
41093,Facebook,Positive,http://twitpic.com/6ieuk the ruler of the household. my bestest friend in the whole wide world. 
68275,YuNoeGibbz,Irrelevant,"@YuNoeGibbz lol yooo, my car gonna b in da shop tonight and tomorrow "
31709,Apple,Positive,In the car with the fam and jefff going to benhihannas 
16649,Facebook,Negative,last day of spring break means homework 
71924,Netflix,Positive,About to watch Finding Nemo!! I freakin LOVE this movie!! 
8224,Facebook,Irrelevant,Oh no. This is getting bad.  - http://tweet.sg
7143,drummersgirl33,Positive,@drummersgirl33 does that include the 4 boxes of china I sent home with G today????  
54546,mackenziesmomma,Neutral,@mackenziesmomma Well you can be excused in that case... 
58309,officialTila,Negative,@officialTila ashhh my heart is broken..   u could be my girl-friend?   im sure you dont break my heart....
89564,Amazon,Negative,finally the work week is over - finished every day at 8pm 
31978,Amazon,Positive,BEACCCCH 
89402,Twitter,Irrelevant,my cousin is breaking up with her musician boyfriend  devo I love him
31528,Netflix,Negative,watchin the rays play  
92025,FreshlySkweezed,Positive,@FreshlySkweezed It was my birthday yesterday! I have been thoroughly spoiled. 
73544,joshuagross,Neutral,"@joshuagross Welcome to the first of many all-nighters, college boy "
44387,Apple,Negative,I have mouth ulcer  so painful to talk and eat! 
12765,nicksantino,Negative,@nicksantino me too! LOL except it's like 11pm and I'm wayyyy too tired..... Haven't gottn much sleep all week!  why don't u go..?photos!
19714,a_mccaskill,Negative,@a_mccaskill are you kidding me?? It feels like this day is never going to end 
4347,Google,Positive,flowers  http://bit.ly/1nGzuv
93442,nicolerichie,Neutral,@nicolerichie yep. Had their CD back. Still remember the cover - horribly early 90's! Had all the Anne of Green Gables books too.  
85663,Netflix,Irrelevant,Fuck! My throat hurts.  I really hope Kerri didn't give me her tonsilitus (or however the hell it's spelt lol)
64720,vicstar1983,Irrelevant,@vicstar1983 aww hope it's not too bad. I'm ok but my backs killing me too! On my way to work now  x
79933,CS-GO,Negative,"urgh just been sick  saw that coming, havent been feeling well all day :/"
93773,Netflix,Irrelevant,Was up ninety then lost it all  i still gots time wish me luck
35874,Amazon,Irrelevant,Back ache is back again  Time to sleep
68716,Twitter,Irrelevant,regentsss. 
70557,jjjamiie,Negative,"@jjjamiie  I'd pick you up but no ones home that can drive, isn't too far to come on your bike? O__o"
32459,ddlovato,Positive,"Just got home, soooo tired! @ddlovato and @Jonasbrothers concert tonight in Wembley, London was amazing! "
77398,iboughtamac,Irrelevant,@iboughtamac I had to grab chrisonhismac cause chrismcguire was already taken 
32955,Netflix,Negative,Just got home and my head is pounding like crazy 
12346,joshcamson,Neutral,I am soooo excited for Thu when I visit @joshcamson 
22997,mileycyrus,Neutral,@mileycyrus I just voted for you for the mtv awards 
2855,kfcarrie,Positive,.......fffffffffffffff @ Bring on the Men @kfcarrie have you listened to J&amp;H yet? My Shadowcast is going to be doing a pre-show to it 
47966,ikilgore,Neutral,we have a new kitten that @ikilgore named weezie f....she is tiny and fast 
35547,Microsoft,Irrelevant,"another day in paradise,  i think not "
50266,jayster_x,Positive,@jayster_x hey jaymee. do you have a bebo?  just askin' haha.. btw. i love your zashley stories  your awesome..
78732,Apple,Irrelevant,Going to bed.  I want to feel betterrrrr 
67808,suzybuzz,Negative,@suzybuzz  sorry to hear it.
79964,Facebook,Positive,Getting ready for a coffee date  tata for now
1969,jakub,Negative,@jakub jsou to dementi 
67288,FIFA,Positive,"any tricks with the mobile me stuff? #itsc09 think I need to wait til I am a little less exhausted, need to upload my podcast "
50466,FIFA,Positive,TGIF.. Here are Gumbo and Red right before an interesting tongue collision.  http://twitgoo.com/cnqr
85697,Facebook,Neutral,"#ahbl have misha'd! He's awfully handome, and much more tanned than castiel! Wee bit skinny but more than enuf to hug! Is a lovely hugged "
88753,megs775,Negative,"@megs775 Ohhh damn. I wish I was in the US, I'd absolutely take them "
41541,cookiedorksx3,Neutral,@cookiedorksx3 oh yes i diid 
39939,Debbiedee5,Neutral,"@Debbiedee5 Entrepreneur! Hopefully, an internet marketer &amp;/or owner of a music record label. "
96076,gabehcuod,Positive,"@gabehcuod yeah, some of the authors will be koontz and King  I can't pass it up! Its science fiction, thrillers, and horror!!!"
23963,p_money,Positive,@p_money Mount Isa in Queensland dude you have HEAPS of fans here 
25049,Apple,Irrelevant, not very happy right now .. i hate days like this. maybe ill go get a tub of icecream and eat away my feelings
63475,tenelilli,Positive,"@tenelilli Thanks for the Polish lesson of today! Good night, and have a good sleep when you go to bed! "
19818,vinceblackham,Neutral,@vinceblackham You're welcome. 
6102,lukemarsden,Negative,@lukemarsden I did but got told off cos it was outside and they dont let you shout!!!! Would've loved to have waved to you though. 
6120,Netflix,Irrelevant,sick with the flu!  hopefully just the normal one not the swine one...
35000,Zounja,Irrelevant,@Zounja ka son! aku disuruh tidur kmrn. i was waiting for ur reply for several minutes but theres no answer  HAHA bikin rendang susah!
14299,FIFA,Neutral,Is at the movies with the boyfriend!! 
34983,Amazon,Negative,"In my great aunts house in latvia and discovered wifi, i will tweet asap. The apartment we are renting only has dial up. (oh poo) "
68051,Netflix,Negative,i wish i could lie around in the sun all day 
27623,Facebook,Negative,is unable to go to Atlanta tomorrow to see NIN/JA. Just too much ironing to do. Soooo much ironing. Sorry guys. 
99202,CS-GO,Negative,Homeopathy Kills.  I am ashamed this happen here in Australia   http://is.gd/Q4TW
49528,spacecampblues,Negative,@spacecampblues ahhh you just got it 
6119,korym,Irrelevant,"Pretty much just ended a friendship that was going nowhere, and just bringing me down @korym you know who I am speaking of "
34376,FIFA,Negative,Hurting so bad right now. I wish there was someone to talk to 
86798,MrTwittyman,Positive,"@MrTwittyman I know a couple  They are just local groups though. We have some great harmonies in our music, not very song is &quot;rock&quot;"
55787,Shan_grey,Positive,@Shan_grey aww you poor little thing 
78902,Twitter,Neutral,Listen..lol I'm gettin a lot of slack about waiting to exhale..this is a good movie..and I don't hate ALL men. U guys aren't all bad 
34794,Amazon,Irrelevant,i have drunk all the strongbow 
84274,jasonperryrock,Irrelevant,@jasonperryrock Aw Dont Be A Meany  Susan Rocls. Say Hi For Me :L:L
62253,Amazon,Negative,and the theme goes on  Ã¢â¢Â« http://blip.fm/~8jckg
90963,mjasay,Positive,@mjasay angryalien.com beats it anytime ... 
3473,Microsoft,Irrelevant,The dog on tv nearly died 
92392,nessie_111,Neutral,"@nessie_111 halloween is weddin anniversary and @pob34 b'day is 10th sept, so xmas after that lol "
54603,xjuliangray,Positive,@xjuliangray oh snap son! I dont! Ha on you! Now back to the macho nachos. 
12619,FIFA,Negative,Too bad I found out today was take your dog to work day when I got home. I did not see one dog at work. What a disappointment  tear.
2350,araia1906,Negative,@araia1906 hahah i know. they're almost gone 
13650,Microsoft,Positive,Magic lost again... Next season will be better 
31221,Microsoft,Negative,"Well, I HAD a chance.. But I ruined it..  Maybe tomorrow..   *~*Me*~*"
5714,CS-GO,Positive,it's early as heck...mornings r def not my thing...bout to head out to jerz for the last day of my convention...god is good 
99573,Wraithmaker,Negative,"@Wraithmaker Derek is sad now.    Also, if you want to change around our trade so you don't have yet another 1B, you can."
90809,Apple,Neutral,"&quot;Domino's Pizza- Headingley, Horsforth and Guiseley&quot; - now on Facebook, become a fan! We've got a competition on for free pizza too- yay! "
10753,mafia2laur,Neutral,brands used day to day http://bit.ly/dsT5T @mafia2laur ... chiar sunt curios ce branduri folositi dar nu va iau din timpul de invatat 
1306,jonrog1,Positive,@jonrog1 They look a bit like robots or something in that one. Sexy robots.. but robots. 
27546,scotlandjobs,Positive,@scotlandjobs @daveyates Thanks guys - appreciate the feedback 
94325,HelenWraight,Neutral,@HelenWraight Yep 
92096,Facebook,Irrelevant,"Shit, lost my swim pass. "
88226,raven1967,Neutral,@raven1967 Raccoons? Did you place bets on the winner? 
5640,FIFA,Positive,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream 
88318,secretagentmama,Neutral,@secretagentmama listening to throwing copper? 
15736,Apple,Neutral,"Just learned about the birth of our new nephew via Facebook, thanks for the spoiler Arthur  #fb"
34161,Netflix,Negative,need some chips! 
9327,Facebook,Positive,i won't stop till i get my freeeedomm! 
29328,Twitter,Positive,I'm outta here 4 bit. Too pooped 2 think...not that I do it very well anyway...(just kidding).  Have a great night all u tweeties. 
10234,Amazon,Irrelevant,I'm gonna miss you. rest in peace panda bear 
73042,alyssDUH,Positive,@alyssDUH whose texts uhh?? 
37237,Apple,Negative,this was really a fuck day...so much people are died  #iranelection
8603,zayaan27,Positive,@zayaan27 Thanx Z 
63219,Amazon,Negative,And I'm sad Cleveland didn't make it!!! They always come up short... Feel bad for Lebron! It was suppose to be his year!! 
28576,FIFA,Irrelevant,Sun is shining and im working Damn! 
86904,Netflix,Neutral,Dark grey and gold together is just awesome some of my fave colours actually 
63726,owlcity,Positive,"@owlcity i'm gonna meet you june 19th and sept 9th, me and @ashlynsantino made you a video  you excited to see it? buahaha"
75697,FIFA,Neutral,"oye todo el mundo, I'm just chillin mixin videos \m/ "
14205,Facebook,Neutral,"Watching charm school. 1 I want a tattoo, 2 I want my black hair 3, my gauges hurt ouch Charlie, and 4 Charlie is my new bff "
91703,Zaidah1,Neutral,@Zaidah1 hey i just got u on my facebook  i woke up late hehehe i mean i just woke up
26861,Facebook,Positive,Dropped the youngin off at school...going out again in a couple hours. Back to bed it is! 
70105,Aktrez,Neutral,@Aktrez haha that was cute  i like being your friend and we have been friends for a while :-D i should also say thank you as well :-D
60825,FIFA,Positive,Spending quality time with my family! God knows I need this right now... 
87803,Amazon,Neutral,"Optimistic this morning. Where was all of this optimism and peace Monday, Tuesday and Wednesday?! "
14064,Netflix,Irrelevant,about to study cause i have a music test tomorrow!!  SO SO SO borring
5048,olg,Neutral,"@olg which is another proof that sharing music actually generates sales, eh. "
20850,Freshmen08,Negative,"@Freshmen08, oh so sorrrrrrrrry  I'll see it now n will know..."
50592,Apple,Irrelevant,i have a bandaid on my toe 
88755,Google,Positive,Is lovin him like crazay!  ooh yeah! hehe
2678,Netflix,Neutral,"watching mtv film awards,  winnerfor breakthrough performance female, ashley tisdale, hisgh school musical three."
77132,LegionWolfclawz,Positive,@LegionWolfclawz  Thank you 
29288,Microsoft,Irrelevant,I am so fed up of people who fish for complements and then are like dismissive of the complement that you have just given them! Grrr 
25913,billyraycyrus,Positive,@billyraycyrus hi! im majo from spain! please added me 
79061,FIFA,Positive,IS SILLY!! 
90025,Twitter,Positive,off to pick my son up from work so he can borrow the car... back soonish 
63563,4321x,Positive,@4321x I guess you were just ahead of the curve all along 
33746,cookiedorksx3,Positive,@cookiedorksx3 YOYO.  You okay? &lt;3
28950,Microsoft,Neutral,"At work, will finish in a min. Anyone wanna do something this afternoon like 2pm onwards just send a txt "
97043,Netflix,Irrelevant,"is rereading &quot;PCI Compliance&quot; book, first edition, and realizing just how horrible some chapters are (not, not the ones I wrote...) "
73889,CS-GO,Irrelevant,blackberry 
8682,Twitter,Irrelevant,i miss clunes. 
97027,Facebook,Irrelevant,I'm gonna pass out. I hate jetlag  I just wanna be with my friends :'(
24895,gfalcone601,Negative,@gfalcone601    the air
77554,Facebook,Neutral,Great show the other night... Excited to do another 
2798,kelz017,Negative,@kelz017 If I read normal I sound I'll stupid 
81326,Netflix,Positive,Extreme Makeover: Bass Edition 
8966,Lyrical_Gangsta,Irrelevant,@Lyrical_Gangsta  wat .. and why are u up so early J
39551,iamJaymes,Negative,@iamJaymes That is exactly what happened! I'm too traumatised to even watch one of their adverts now 
82195,headlights,Neutral,@headlights  hihi   yes i'll go too ;)  Good Night sweety  (:  sweet dreams  and  lots of kisses &amp; hugs    &lt;3  xoxo
33281,Netflix,Irrelevant,my neck is still hurting! oh and the thing i have is torticollis. its a neck spasm otherwise known as rye neck.. i went to the ER today 
45167,Google,Negative,"Sitting in chem, going over chemical equations "
40540,Twitter,Neutral,yesterday I was tight bout sum Duck shit so I didnt give 2 fucks took my liquor to the DOME! &amp; partied my ass off 
43539,rebeccao372,Positive,"@rebeccao372 good morning, nice and fresh this morning, ready to take on the world and rain, u? "
70601,realaudreykitch,Irrelevant,@realaudreykitch im sorry..want a hug? 
32823,ariherzog,Negative,@ariherzog Aw.  I miss the red sox profile picture 
10900,Apple,Irrelevant,"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth. "
96144,FIFA,Negative,"I really, really wish I could cook.... "
7676,Apple,Irrelevant,my face hurrrrrts. 
76696,Amazon,Neutral,going to sleep.. tomorrow a long family and friends day!!! 
72013,tommcfly,Irrelevant,"@tommcfly Hey Tom, can I sugest something to you, please? btw, i miss you and the guys here in Brazil!  be back soon! xx"
16269,ubeee,Positive,@ubeee hahah surely surely  all the best with exams 
98084,FIFA,Irrelevant,"final tests just keep getting harder everyday, "
78161,FIFA,Irrelevant,Where are you Kristen Dela Cruz? 
33395,MaddenNFL,Irrelevant,if theres not a jamba juice in florida i will be CRANKY. i haven't had one since last summer 
98763,Microsoft,Positive,In nandos with amiie 
67885,NathanFlores17,Positive,@NathanFlores17 dude hadn't seen that video. thanks!! i love her soo much. 
58642,Google,Negative,sitting here playing NBA 2K9 all by myself...now how boring could that be 
75745,Twitter,Irrelevant,is still sick. I hate it!  http://plurk.com/p/yy7du
96256,Twitter,Positive,Almost finished dl'ing the Catalyst beta. If it's anything as we've seen I might just use it as my graduation project environment. No AS3 
75339,Facebook,Positive,Ohh yeh i just finnished filming for my mothers day video! Heck yes! Off to edit 
55630,Microsoft,Neutral,Alyssa Edwards with my girly lookin for a pet  cells onnn or text. http://tinyurl.com/nb74q5
28638,Line91,Positive,"@Line91 like thee fittest guy ever  seriously, I've never seen anyone fitter and more gorgeous than him &lt;3"
2701,saurik,Neutral,@saurik nice. this'll come in handy 
82136,teach42,Neutral,My in-laws are fantastic. They are keeping Aiden one more night so I can get more rest since @teach42 is in South Africa 
7576,Netflix,Positive,"No idea if this is going to work, as can't hear a thing on my PC. Fingies crossed  ? http://blip.fm/~6sxko"
94269,Amazon,Irrelevant,my watch face is cracked 
77794,bella_marina,Neutral,"@bella_marina was a bit tipsy last nite! Im never twittering under the influence again! Well, at least till the next time! "
6276,FIFA,Neutral,Today was my last day as a sophomore. Summer is finally here! I met a cute guy today  Tomorrow is going to be fun. Party time!
96715,Hildebrant,Irrelevant,"@Hildebrant I have to switch carries for both phones to a ATT family plan. When I tried online, it told me I had to come in "
2527,FIFA,Neutral,i'm doing my nails.  I'm going with yellow now.    hehehe.
74629,MaddenNFL,Irrelevant,All i c are ppl tweeting about a website to get more followers 
35334,Twitter,Negative,wants raw oysters 
32314,Apple,Neutral,Lunch and Graduation dress shopping with Jamiee. 
33953,Miiddth,Irrelevant,@Miiddth that's too bad 
6538,Amazon,Positive,I love my car. 
53086,foxybacon,Neutral,@foxybacon had no idea you had a Law degree! Was too ill to finish mind but going back in Sept I hope 
64284,Facebook,Positive,"My trusty Nikon d300 is still up for sale, anyone know someone who wants one? "
62255,Wrightweet,Irrelevant,@Wrightweet That's bad news.  I definitely don't need bamboo sheets.  I already have enough trouble getting out of bed. 
